CountryOrTerritory,StationName,StationCode,StationType,StationArea,PollutantCode,Pollutant,Latitude,Longitude,Altitude,MeasurementRegime,OperationalActivityBegin,OperationalActivityEnd,MeasurementMethodCode,MeasurementMethod,OperationYear,PollutantType,isAir
Germany,Weißenfels/Promenade,DEST081,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,51.201746,11.974423,75.0,Continuous data collection,2008-01-10T23:00:01Z,2012-01-27T24:00:00+01:00,PMME041,Nephelometry + BETA,2008,aerosol,0
Germany,Stralsund-Knieperdamm,DEMV025,Traffic,Urban,PTAC044,Nitrogen monoxide ,54.319230000000005,13.081010000000001,13.0,Continuous data collection,2011-09-30T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2011,air,1
Germany,Eggenstein,DEBW004,Background,Rural-Near_city,PTAC049,Ozone ,49.07655,8.40666,554.0,Continuous data collection,1976-08-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,1976,air,1
Germany,Schmücke,DEUB029,Background,Rural,PTAC020,Cobalt in PM10 ,50.654066,10.769534,646.0,Continuous data collection,2004-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME056,Ultraviolet (UV) photometry,2004,aerosol,0
Germany,"Brandenburg, Neuendorfer Str.",DEBB049,Traffic,Urban,PTAC039,Nickel in PM10 ,52.409309,12.548376,65.0,Continuous data collection,2017-12-31T23:00:01Z,2019-12-31T24:00:00+01:00,PMME064,Light scattering,2017,aerosol,0
Germany,Hasenholz,DEBB053,Background,Rural-Regional,PTAC006,Ammonium in PM2.5 ,52.563835,14.015251999999998,187.0,Continuous data collection,2013-12-31T23:00:01Z,2014-12-31T24:00:00+01:00,PMME024,Light absorption,2013,aerosol,0
Germany,Leizen,DEMV024,Background,Rural,PTAC049,Ozone ,53.396347999999996,12.463928999999998,581.0,Continuous data collection,2010-06-15T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,2010,air,1
Germany,Wolfsburg Heßlinger Straße,DENI157,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,52.427886,10.793683,201.0,Continuous data collection,2013-10-07T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2013,aerosol,0
Germany,Mainz-Rheinallee,DERP011,Traffic,Urban,PTAC015,Carbon monoxide ,50.00987,8.2658,210.0,Continuous data collection,1987-02-18T23:00:01Z,Not Specified,PMME053,Infrared gas filter correlation,1987,air,1
Germany,Schmücke,DEUB029,Background,Rural,PTAC048,o-Xylene ,50.654066,10.769534,215.0,Continuous data collection,2016-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2016,air,1
Germany,"Cottbus, Bahnhofstr.",DEBB044,Traffic,Urban,PTAC052,Particulate matter < 2.5 µm ,51.756593,14.327998000000001,535.0,Continuous data collection,2009-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2009,aerosol,0
Germany,Domäne Bobbe,DEST104,Background,Rural,PTAC045,Nitrogen oxides ,51.837306,11.891411999999999,15.0,Continuous data collection,2009-12-16T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2009,air,1
Germany,Burgbernheim/Grüne Au,DEBY124,Background,Rural-Regional,PTAC052,Particulate matter < 2.5 µm ,49.44406,10.325,197.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2011,aerosol,0
Germany,Zingst,DEUB028,Background,Rural,PTAC017,chloride in PM2.5 ,54.436985,12.721938,77.0,Continuous data collection,2013-12-31T23:00:01Z,Not Specified,PMME024,Light absorption,2013,aerosol,0
Germany,Hamburg Habichtstraße,DEHH068,Traffic,Urban,PTAC052,Particulate matter < 2.5 µm ,53.592301,10.053859,67.0,Continuous data collection,2015-12-20T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2015,aerosol,0
Germany,Elsdorf-Berrendorf,DENW182,Industrial,Rural-Near_city,PTAC044,Nitrogen monoxide ,50.927107,6.582205,615.0,Continuous data collection,2017-01-04T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2017,air,1
Germany,Suhl F.-König-Str,DETH072,Traffic,Urban,PTAC043,Nitrogen dioxide ,50.61153,10.693092,625.0,Continuous data collection,2001-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2001,air,1
Germany,DHA80 Frankfurt-Griesheim,DEHE053,Background,Urban,PTAC010,Cadmium in PM10 ,50.095453000000006,8.603378999999999,12.0,Continuous data collection,2001-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2001,aerosol,0
Germany,Mönchengladbach Aachener Straße 426/428,DENW165,Traffic,Urban,PTAC063,Toluene ,51.18244,6.40995,613.0,Continuous data collection,2008-12-31T23:00:01Z,Not Specified,PMME044,UV fluorescence,2008,air,1
Germany,Schramberg Oberndorfer Straße,DEBW156,Traffic,Urban,PTAC007,Arsenic in PM10 ,48.22915,8.39062,12.0,Continuous data collection,2011-12-31T23:00:01Z,2015-12-31T24:00:00+01:00,PMME064,Light scattering,2011,aerosol,0
Germany,Suhl F.-König-Str,DETH072,Traffic,Urban,PTAC045,Nitrogen oxides ,50.61153,10.693092,75.0,Continuous data collection,2001-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2001,air,1
Germany,Saarbrücken-City,DESL012,Background,Urban,PTAC063,Toluene ,49.233464,6.987601,74.0,Continuous data collection,2003-02-28T23:00:01Z,Not Specified,PMME064,Light scattering,2003,air,1
Germany,Zingst,DEUB028,Background,Rural,PTAC005,Ammonium in PM10 ,54.436985,12.721938,214.0,Continuous data collection,1999-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME045,Chemiluminescence,1999,aerosol,0
Germany,Eichsfeld,DENI028,Background,Suburban,PTAC051,Particulate matter < 10 µm ,51.50758,10.238539999999999,70.0,Continuous data collection,2014-11-03T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2014,aerosol,0
Germany,Magdeburg/Südost,DEST057,Traffic,Urban,PTAC044,Nitrogen monoxide ,52.10337,11.642585,635.0,Continuous data collection,1993-05-08T23:00:01Z,2010-01-18T24:00:00+01:00,PMME045,Chemiluminescence,1993,air,1
Germany,Kassel-Mitte,DEHE013,Background,Urban,PTAC062,Sulphur dioxide ,51.314248,9.483397,66.0,Continuous data collection,1976-12-31T23:00:01Z,Not Specified,PMME044,UV fluorescence,1976,air,1
Germany,Hagen-Hohenlimburg,DENW285,Industrial,Urban,PTAC039,Nickel in PM10 ,51.347882,7.583346000000001,15.0,Continuous data collection,2010-01-07T23:00:01Z,2010-12-31T24:00:00+01:00,PMME064,Light scattering,2010,aerosol,0
Germany,Neubrandenburg,DEMV003,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,53.55978399999999,13.26644,67.0,Continuous data collection,2014-12-31T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2014,aerosol,0
Germany,Glauchau,DESN019,Background,Urban,PTAC051,Particulate matter < 10 µm ,50.826001,12.542056,209.0,Continuous data collection,2002-03-11T23:00:01Z,2012-12-31T24:00:00+01:00,PMME019,Tapered Element Oscillating Microbalance (TEOM),2002,aerosol,0
Germany,Recklinghausen Karlstraße,DENW286,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,51.560305,7.186528999999999,15.0,Continuous data collection,2010-01-12T23:00:01Z,2010-12-31T24:00:00+01:00,PMME064,Light scattering,2010,aerosol,0
Germany,Salzgitter-Drütte,DENI070,Industrial,Rural,PTAC052,Particulate matter < 2.5 µm ,52.153690000000005,10.455910000000001,580.0,Continuous data collection,2009-12-31T23:00:01Z,2018-12-17T24:00:00+01:00,PMME041,Nephelometry + BETA,2009,aerosol,0
Germany,Elmshorn-Holstenstraße,DESH059,Traffic,Urban,PTAC043,Nitrogen dioxide ,53.754495,9.656784,208.0,Continuous data collection,2017-12-31T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2017,air,1
Germany,Oker/Harlingerode,DENI016,Background,Suburban,PTAC039,Nickel in PM10 ,51.901579999999996,10.48132,70.0,Continuous data collection,2015-04-23T23:00:01Z,2017-12-31T24:00:00+01:00,PMME064,Light scattering,2015,aerosol,0
Germany,Eisenhüttenstadt,DEBB032,Industrial,Suburban,PTAC061,sulphate in PM2.5 ,52.146264,14.638166,535.0,Continuous data collection,2017-12-31T23:00:01Z,2018-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2017,aerosol,0
Germany,Saarbrücken-City,DESL012,Background,Urban,PTAC052,Particulate matter < 2.5 µm ,49.233464,6.987601,620.0,Continuous data collection,2018-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2018,aerosol,0
Germany,Erfurt Krämpferstr.,DETH020,Background,Urban,PTAC044,Nitrogen monoxide ,50.979455,11.037924,15.0,Continuous data collection,1991-02-28T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1991,air,1
Germany,Wolfsburg Heßlinger Straße,DENI157,Traffic,Urban,PTAC043,Nitrogen dioxide ,52.427886,10.793683,13.0,Continuous data collection,2012-12-31T23:00:01Z,2013-12-31T24:00:00+01:00,PMME064,Light scattering,2012,air,1
Germany,Gülzow,DEMV004,Background,Rural,PTAC044,Nitrogen monoxide ,53.817775,12.064708,67.0,Continuous data collection,1991-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1991,air,1
Germany,Potsdam Zeppelinstr.,DEBB054,Traffic,Urban,PTAC025,Ethyl benzene ,52.393932,13.037474000000001,11.0,Continuous data collection,2012-12-31T23:00:01Z,2018-12-31T24:00:00+01:00,PMME064,Light scattering,2012,air,1
Germany,"Cottbus, Bahnhofstr.",DEBB044,Traffic,Urban,PTAC025,Ethyl benzene ,51.756593,14.327998000000001,187.0,Continuous data collection,2013-01-02T23:00:01Z,2014-12-31T24:00:00+01:00,PMME024,Light absorption,2013,air,1
Germany,Nürnberg/Ziegelsteinstraße,DEBY054,Traffic,Urban,PTAC015,Carbon monoxide ,49.477067,11.105848,12.0,Continuous data collection,1974-12-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME053,Infrared gas filter correlation,1974,air,1
Germany,Aalen,DEBW029,Background,Suburban,PTAC010,Cadmium in PM10 ,48.847916999999995,10.096292,550.0,Continuous data collection,1999-03-29T23:00:01Z,2015-12-31T24:00:00+01:00,PMME045,Chemiluminescence,1999,aerosol,0
Germany,Essen-Schuir (LANUV),DENW247,Background,Suburban,PTAC052,Particulate matter < 2.5 µm ,51.406846,6.965589,205.0,Continuous data collection,2011-11-17T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2011,aerosol,0
Germany,Fellbach Burgstraße,DEBW196,Background,Suburban,PTAC051,Particulate matter < 10 µm ,48.804628,9.277553,561.0,Continuous data collection,2013-12-31T23:00:01Z,2014-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2013,aerosol,0
Germany,Frankfurt-Schwanheim,DEHE135,Background,Urban,PTAC064,Total non-methane hydrocarbons ,50.075464000000004,8.576305,67.0,Continuous data collection,2017-08-01T23:00:01Z,Not Specified,PMME004,Gas chromatography,2017,air,1
Germany,Cottbus,DEBB064,Background,Urban,PTAC030,"m,p-Xylene ",51.746848,14.334470000000001,65.0,Continuous data collection,2009-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME064,Light scattering,2009,air,1
Germany,Bernau,DEBB050,Background,Suburban,PTAC045,Nitrogen oxides ,52.684197,13.583773,65.0,Continuous data collection,1999-02-28T23:00:01Z,2010-01-13T24:00:00+01:00,PMME045,Chemiluminescence,1999,air,1
Germany,Freiburg Schwarzwaldstraße,DEBW122,Traffic,Urban,PTAC007,Arsenic in PM10 ,47.9882,7.85992,195.0,Continuous data collection,2015-12-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME028,Non-dispersive infrared spectroscopy (NDIR),2015,aerosol,0
Germany,Vogelsang (Brieskow.-F),DEBB084,Industrial,Suburban,PTAC051,Particulate matter < 10 µm ,52.179559999999995,14.667088,558.0,Continuous data collection,2009-08-18T23:00:01Z,2013-01-03T24:00:00+01:00,PMME031,Beta ray attenuation,2009,aerosol,0
Germany,Burghausen/Marktler Straße,DEBY012,Background,Suburban,PTAC051,Particulate matter < 10 µm ,48.177175,12.829314,567.0,Continuous data collection,2012-11-14T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2012,aerosol,0
Germany,Linden/Leihgestern,DEHE042,Background,Rural,PTAC010,Cadmium in PM10 ,50.532965000000004,8.684397,68.0,Continuous data collection,2000-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2000,aerosol,0
Germany,Krefeld Kölner Straße 209,DENW251,Traffic,Urban,PTAC043,Nitrogen dioxide ,51.317859999999996,6.57468,205.0,Continuous data collection,2008-01-08T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2008,air,1
Germany,Schauinsland,DEUB004,Background,Rural-Regional,PTAC062,Sulphur dioxide ,47.913256,7.908035000000001,638.0,Continuous data collection,2001-03-08T23:00:01Z,2012-03-13T24:00:00+01:00,PMME044,UV fluorescence,2001,air,1
Germany,"Frankfurt (Oder), Leipziger Str.",DEBB045,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,52.337336,14.538595,187.0,Continuous data collection,2003-12-15T23:00:01Z,2013-12-31T24:00:00+01:00,PMME019,Tapered Element Oscillating Microbalance (TEOM),2003,aerosol,0
Germany,Stuttgart-Bad Cannstatt,DEBW013,Background,Urban,PTAC009,Benzene ,48.8088,9.229745,11.0,Continuous data collection,1995-12-21T23:00:01Z,2016-12-31T24:00:00+01:00,PMME064,Light scattering,1995,air,1
Germany,Kiel-Max-Planck-Str.,DESH033,Background,Urban,PTAC044,Nitrogen monoxide ,54.309674,10.116563000000001,616.0,Continuous data collection,2007-04-24T23:00:01Z,2017-06-22T24:00:00+01:00,PMME045,Chemiluminescence,2007,air,1
Germany,Dresden-Nord,DESN061,Traffic,Urban,PTAC044,Nitrogen monoxide ,51.06493,13.741397000000001,15.0,Continuous data collection,2012-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2012,air,1
Germany,Nürnberg/Ziegelsteinstraße,DEBY054,Traffic,Urban,PTAC045,Nitrogen oxides ,49.477067,11.105848,12.0,Continuous data collection,2002-12-04T23:00:01Z,2011-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2002,air,1
Germany,Biringen,DESL019,Background,Rural-Regional,PTAC028,Lead in PM10 ,49.416884,6.552037,620.0,Continuous data collection,2016-12-31T23:00:01Z,Not Specified,PMME044,UV fluorescence,2016,aerosol,0
Germany,Krefeld-Stahldorf,DENW115,Industrial,Urban,PTAC007,Arsenic in PM10 ,51.307612,6.557419,73.0,Continuous data collection,2009-07-31T23:00:01Z,2014-12-31T24:00:00+01:00,PMME064,Light scattering,2009,aerosol,0
Germany,Schmücke,DEUB029,Background,Rural,PTAC061,sulphate in PM2.5 ,50.654066,10.769534,215.0,Continuous data collection,2013-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2013,aerosol,0
Germany,Hamburg Max-Brauer-Allee II (Straße),DEHH070,Traffic,Urban,PTAC045,Nitrogen oxides ,53.555668000000004,9.943012,13.0,Continuous data collection,2002-02-28T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2002,air,1
Germany,Neuglobsow,DEUB030,Background,Rural-Regional,PTAC028,Lead in PM10 ,53.141303,13.031661999999999,16.0,Continuous data collection,2003-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2003,aerosol,0
Germany,Augsburg/Königsplatz,DEBY006,Traffic,Urban,PTAC007,Arsenic in PM10 ,48.364589,10.895029,193.0,Continuous data collection,2006-12-31T23:00:01Z,2018-12-31T24:00:00+01:00,PMME024,Light absorption,2006,aerosol,0
Germany,Eberswalde Breite Straße,DEBB060,Traffic,Urban,PTAC063,Toluene ,52.832467,13.822211,540.0,Continuous data collection,2007-12-31T23:00:01Z,2011-01-04T24:00:00+01:00,PMME045,Chemiluminescence,2007,air,1
Germany,Zingst,DEUB028,Background,Rural,PTAC016,chloride in PM10 ,54.436985,12.721938,657.0,Continuous data collection,2006-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME056,Ultraviolet (UV) photometry,2006,aerosol,0
Germany,Schauinsland,DEUB004,Background,Rural-Regional,PTAC005,Ammonium in PM10 ,47.913256,7.908035000000001,15.0,Continuous data collection,1999-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME064,Light scattering,1999,aerosol,0
Germany,Neuruppin,DEBB048,Background,Suburban,PTAC049,Ozone ,52.93189,12.809481,547.0,Continuous data collection,1998-06-10T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,1998,air,1
Germany,Coburg/Lossaustraße,DEBY014,Traffic,Urban,PTAC052,Particulate matter < 2.5 µm ,50.260578,10.959311999999999,194.0,Continuous data collection,2012-09-10T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2012,aerosol,0
Germany,Borna,DESN006,Traffic,Urban,PTAC007,Arsenic in PM10 ,51.125,12.493056,74.0,Continuous data collection,1998-02-01T23:00:01Z,Not Specified,PMME064,Light scattering,1998,aerosol,0
Germany,Chemnitz-Nord,DESN060,Traffic,Urban,PTAC010,Cadmium in PM10 ,50.846443,12.930547,15.0,Continuous data collection,1998-02-11T23:00:01Z,2010-12-31T24:00:00+01:00,PMME064,Light scattering,1998,aerosol,0
Germany,Oberaudorf/Inntal-Autobahn,DEBY121,Traffic,Rural-Near_city,PTAC052,Particulate matter < 2.5 µm ,47.648459,12.188324,573.0,Continuous data collection,2013-06-26T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2013,aerosol,0
Germany,Worms-Hagenstraße,DERP023,Traffic,Urban,PTAC039,Nickel in PM10 ,49.6287,8.3649,602.0,Continuous data collection,2007-02-28T23:00:01Z,Not Specified,PMME044,UV fluorescence,2007,aerosol,0
Germany,Duisburg Kardinal-Galen-Straße,DENW112,Traffic,Urban,PTAC043,Nitrogen dioxide ,51.437686,6.771866999999999,207.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2011,air,1
Germany,Königs Wusterhausen,DEBB082,Background,Suburban,PTAC051,Particulate matter < 10 µm ,52.294633000000005,13.619784,550.0,Continuous data collection,2009-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2009,aerosol,0
Germany,Mannheim-Mitte,DEBW006,Background,Urban,PTAC062,Sulphur dioxide ,49.475758,8.478017,65.0,Continuous data collection,1974-12-31T23:00:01Z,2013-12-31T24:00:00+01:00,PMME044,UV fluorescence,1974,air,1
Germany,Borna,DESN006,Traffic,Urban,PTAC045,Nitrogen oxides ,51.125,12.493056,620.0,Continuous data collection,2012-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2012,air,1
Germany,Annaberg-Buchholz,DESN001,Background,Urban,PTAC055,potassium in PM2.5 ,50.570871999999994,12.997278,74.0,Continuous data collection,2011-12-31T23:00:01Z,2014-07-01T24:00:00+01:00,PMME064,Light scattering,2011,aerosol,0
Germany,Kaiserslautern-Marienplatz,DERP035,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,49.441721,7.761271000000001,209.0,Continuous data collection,2005-12-08T23:00:01Z,2010-08-30T24:00:00+01:00,PMME031,Beta ray attenuation,2005,aerosol,0
Germany,Mannheim Friedrichsring,DEBW098,Traffic,Urban,PTAC009,Benzene ,49.49256,8.47204,65.0,Continuous data collection,1994-04-27T23:00:01Z,Not Specified,PMME064,Light scattering,1994,air,1
Germany,Reutlingen,DEBW027,Background,Urban,PTAC051,Particulate matter < 10 µm ,48.488887,9.20732,550.0,Continuous data collection,2007-03-20T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2007,aerosol,0
Germany,Regen/Bodenmaiser Straße,DEBY062,Background,Suburban,PTAC051,Particulate matter < 10 µm ,48.9724,13.128932,65.0,Continuous data collection,2000-01-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME031,Beta ray attenuation,2000,aerosol,0
Germany,Fürth/Theresienstraße,DEBY056,Traffic,Urban,PTAC043,Nitrogen dioxide ,49.47221,10.984705,12.0,Continuous data collection,1990-10-31T23:00:01Z,2013-02-04T24:00:00+01:00,PMME045,Chemiluminescence,1990,air,1
Germany,Neuwied-Hafenstraße,DERP021,Background,Urban,PTAC045,Nitrogen oxides ,50.424685,7.481378,74.0,Continuous data collection,1987-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1987,air,1
Germany,Langenfeld Schneiderstraße,DENW232,Traffic,Urban,PTAC043,Nitrogen dioxide ,51.119960999999996,6.969208,15.0,Continuous data collection,2007-11-18T23:00:01Z,Not Specified,PMME064,Light scattering,2007,air,1
Germany,Brunsbüttel-Cuxhavener Straße,DESH035,Background,Urban,PTAC027,indeno_123cd_pyrene in PM10 ,53.896117000000004,9.156908,15.0,Continuous data collection,2015-12-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME064,Light scattering,2015,aerosol,0
Germany,Garmisch-Partenkirchen/Wasserwerk,DEBY196,Background,Rural-Near_city,PTAC043,Nitrogen dioxide ,47.477059999999994,11.05722,12.0,Continuous data collection,2015-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2015,air,1
Germany,Lübeck Moislinger Allee,DESH053,Traffic,Urban,PTAC043,Nitrogen dioxide ,53.862237,10.67332,15.0,Continuous data collection,2013-10-28T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2013,air,1
Germany,Oldenburg Heiligengeistwall,DENI143,Traffic,Urban,PTAC044,Nitrogen monoxide ,53.142835999999996,8.212083999999999,70.0,Continuous data collection,2012-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2012,air,1
Germany,Kiel-Bahnhofstr. Verk.,DESH027,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,54.304676,10.135158,73.0,Continuous data collection,2014-07-13T23:00:01Z,Not Specified,PMME064,Light scattering,2014,aerosol,0
Germany,Ulm Karlstraße,DEBW153,Traffic,Urban,PTAC043,Nitrogen dioxide ,48.404109999999996,9.98731,65.0,Continuous data collection,2008-12-31T23:00:01Z,2014-12-31T24:00:00+01:00,PMME064,Light scattering,2008,air,1
Germany,Schauinsland,DEUB004,Background,Rural-Regional,PTAC007,Arsenic in PM10 ,47.913256,7.908035000000001,213.0,Continuous data collection,2003-12-31T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2003,aerosol,0
